player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_total_bases,r_total_caught_stealing,r_total_stolen_base,b_sac_fly,last_name,first_name
682998,2025,24,564,642,146,66,32,17,31,153,67,23.8,10.4,0.259,0.541,0.343,0.884,84,305,6,32,4,Carroll, Corbin
683002,2025,24,577,651,158,102,34,5,17,137,62,21.0,9.5,0.274,0.438,0.349,0.787,68,253,5,30,5,Henderson, Gunnar
683011,2025,24,539,596,114,59,32,4,19,150,43,25.2,7.2,0.212,0.391,0.272,0.663,72,211,8,18,7,Volpe, Anthony
683146,2025,25,393,432,100,67,13,2,18,108,33,25.0,7.6,0.254,0.435,0.313,0.748,50,171,0,8,3,Baty, Brett
683734,2025,27,406,447,103,67,22,0,14,80,31,17.9,6.9,0.254,0.411,0.307,0.718,65,167,0,0,6,Vaughn, Andrew
683737,2025,27,524,592,137,73,25,5,34,139,56,23.5,9.5,0.261,0.523,0.343,0.866,90,274,0,4,2,Busch, Michael
683766,2025,27,174,191,46,34,9,0,3,45,9,23.6,4.7,0.264,0.368,0.309,0.677,23,64,1,4,2,Koss, Christian
686217,2025,25,528,594,152,117,20,3,12,80,47,13.5,7.9,0.288,0.405,0.351,0.756,63,214,6,19,5,Frelick, Sal
686469,2025,27,621,682,164,98,33,1,32,107,49,15.7,7.2,0.264,0.475,0.323,0.798,113,295,0,1,5,Pasquantino, Vinnie
686527,2025,27,243,269,73,51,11,0,11,59,20,21.9,7.4,0.3,0.481,0.358,0.839,32,117,1,3,2,Canzone, Dominic
686555,2025,27,372,441,98,64,22,3,9,93,57,21.1,12.9,0.263,0.411,0.368,0.779,54,153,7,16,3,Collins, Isaac
686611,2025,23,293,322,61,41,8,2,10,76,24,23.6,7.5,0.208,0.352,0.28,0.632,27,103,5,17,0,Crews, Dylan
686668,2025,27,502,538,117,77,23,2,15,138,30,25.7,5.6,0.233,0.376,0.274,0.65,57,189,2,18,4,Doyle, Brenton
686681,2025,27,262,277,64,52,9,0,3,43,9,15.5,3.2,0.244,0.313,0.268,0.581,20,82,1,2,4,Massey, Michael
686780,2025,26,361,389,83,57,15,0,11,107,19,27.5,4.9,0.23,0.363,0.272,0.635,45,131,0,0,3,Pagés, Pedro
686797,2025,24,487,527,115,83,15,1,16,92,31,17.5,5.9,0.236,0.37,0.285,0.655,64,180,1,3,5,Lee, Brooks
686948,2025,24,405,446,111,72,18,2,19,68,38,15.2,8.5,0.274,0.469,0.341,0.81,80,190,0,0,0,Baldwin, Drake
687221,2025,24,142,155,29,20,5,0,4,58,10,37.4,6.5,0.204,0.324,0.258,0.582,24,46,0,0,2,Rushing, Dalton
687231,2025,23,173,197,40,32,5,1,2,24,17,12.2,8.6,0.231,0.306,0.292,0.598,16,53,4,3,5,Hernaiz, Darell
687263,2025,24,502,554,129,73,29,1,26,149,33,26.9,6.0,0.257,0.474,0.319,0.793,62,238,9,26,3,Neto, Zach
687363,2025,24,398,463,86,65,15,1,5,111,42,24.0,9.1,0.216,0.296,0.305,0.601,37,118,4,34,3,Scott II, Victor
687401,2025,26,470,506,108,82,18,1,7,74,27,14.6,5.3,0.23,0.317,0.276,0.593,45,149,3,14,0,Ortiz, Joey
687462,2025,27,364,411,99,62,26,0,11,73,44,17.8,10.7,0.272,0.434,0.353,0.787,51,158,1,0,1,Horwitz, Spencer
687597,2025,24,539,588,139,91,27,5,16,174,43,29.6,7.3,0.258,0.416,0.317,0.733,53,224,8,19,1,Beck, Jordan
688363,2025,24,161,184,36,22,9,1,4,36,21,19.6,11.4,0.224,0.366,0.311,0.677,11,59,0,2,1,Pauley, Graham
689414,2025,26,332,390,82,62,13,1,6,56,43,14.4,11.0,0.247,0.346,0.346,0.692,45,115,0,2,3,Hicks, Liam
690022,2025,24,187,207,45,32,9,3,1,61,10,29.5,4.8,0.241,0.337,0.296,0.633,18,63,1,3,1,Ritter, Ryan
690987,2025,23,197,206,44,32,9,0,3,62,8,30.1,3.9,0.223,0.315,0.257,0.572,18,62,0,4,0,Hassell III, Robert
690993,2025,23,414,468,106,69,22,2,13,102,48,21.8,10.3,0.256,0.413,0.333,0.746,45,171,1,1,4,Keith, Colt
691016,2025,23,561,624,155,95,34,1,25,141,55,22.6,8.8,0.276,0.474,0.346,0.82,93,266,3,8,2,Soderstrom, Tyler
691019,2025,23,253,297,69,50,11,0,8,77,37,25.9,12.5,0.273,0.411,0.375,0.786,35,104,1,3,1,Teel, Kyle
691023,2025,23,363,396,78,58,13,1,6,126,29,31.8,7.3,0.215,0.306,0.278,0.584,41,111,3,10,1,Walker, Jordan
691026,2025,23,491,537,124,88,27,0,9,102,34,19.0,6.3,0.253,0.363,0.31,0.673,51,178,5,9,2,Winn, Masyn
691176,2025,22,381,429,98,69,18,1,10,115,41,26.8,9.6,0.257,0.388,0.331,0.719,47,148,5,23,4,Domínguez, Jasson
691406,2025,21,602,653,159,86,28,0,45,125,41,19.1,6.3,0.264,0.535,0.311,0.846,110,322,1,7,7,Caminero, Junior
691594,2025,22,313,342,76,44,22,4,6,41,19,12.0,5.6,0.243,0.396,0.287,0.683,38,124,5,6,4,Sanoja, Javier
691718,2025,23,591,647,146,74,37,4,31,155,29,24.0,4.5,0.247,0.481,0.287,0.768,95,284,8,35,12,Crow-Armstrong, Pete
691720,2025,22,137,156,31,26,4,0,1,41,15,26.3,9.6,0.226,0.277,0.308,0.585,9,38,0,0,2,Karros, Kyle
691723,2025,23,263,294,57,34,12,0,11,84,27,28.6,9.2,0.217,0.388,0.299,0.687,28,102,0,3,0,Mayo, Coby
691777,2025,22,206,220,44,28,7,0,9,68,10,30.9,4.5,0.214,0.379,0.259,0.638,23,78,1,1,1,Muncy, Max
691781,2025,22,261,274,61,46,11,0,4,78,8,28.5,2.9,0.234,0.322,0.252,0.574,29,84,3,5,5,House, Brady
692225,2025,23,229,263,51,35,10,0,6,72,29,27.4,11.0,0.223,0.345,0.319,0.664,21,79,1,2,1,Campbell, Kristian
693304,2025,26,381,408,99,73,18,3,5,73,21,17.9,5.1,0.26,0.362,0.299,0.661,30,138,2,0,4,Gonzales, Nick
693307,2025,26,435,469,121,85,21,2,13,110,23,23.5,4.9,0.278,0.425,0.327,0.752,57,185,0,0,1,Dingler, Dillon
694192,2025,21,549,589,148,88,35,4,21,121,30,20.5,5.1,0.27,0.463,0.308,0.771,78,254,7,21,6,Chourio, Jackson
694374,2025,26,199,225,40,25,8,0,7,64,20,28.4,8.9,0.201,0.347,0.274,0.621,18,69,2,8,3,Tawa, Tim
694384,2025,23,488,564,129,93,23,1,12,71,59,12.6,10.5,0.264,0.389,0.353,0.742,53,190,1,5,4,Schanuel, Nolan
694497,2025,22,194,220,48,32,9,2,5,41,19,18.6,8.6,0.247,0.392,0.336,0.728,25,76,2,14,0,Carter, Evan
694671,2025,23,489,573,118,70,25,1,22,151,74,26.4,12.9,0.241,0.431,0.344,0.775,62,211,6,22,5,Langford, Wyatt
695336,2025,23,275,295,71,52,17,0,2,83,16,28.1,5.4,0.258,0.342,0.299,0.641,25,94,0,3,2,Saggese, Thomas
695506,2025,22,210,232,33,19,6,1,7,52,18,22.4,7.8,0.157,0.295,0.237,0.532,18,62,0,1,0,Caglianone, Jac
695578,2025,22,598,689,153,84,38,0,31,221,85,32.1,12.3,0.256,0.475,0.35,0.825,94,284,7,15,3,Wood, James
695657,2025,23,255,284,61,30,9,1,21,83,25,29.2,8.8,0.239,0.529,0.311,0.84,55,135,0,0,1,Montgomery, Colson
695681,2025,22,162,184,32,19,5,1,7,62,19,33.7,10.3,0.198,0.37,0.284,0.654,16,60,0,3,1,Moore, Christian
695734,2025,22,321,351,96,61,15,11,9,56,21,16.0,6.0,0.299,0.498,0.347,0.845,41,160,6,8,3,Lile, Daylen
696030,2025,22,151,176,32,26,4,0,2,34,21,19.3,11.9,0.212,0.278,0.313,0.591,15,42,4,5,2,Osuna, Alejandro
696100,2025,25,540,579,150,86,28,5,31,152,33,26.3,5.7,0.278,0.52,0.323,0.843,91,281,2,1,2,Goodman, Hunter
696285,2025,25,324,364,75,62,10,1,2,65,27,17.9,7.4,0.231,0.287,0.296,0.583,31,93,11,15,1,Young, Jacob
700242,2025,25,296,326,58,44,6,2,6,92,26,28.2,8.0,0.196,0.291,0.258,0.549,32,86,1,3,4,Sweeney, Trey
700250,2025,26,467,530,119,61,28,4,26,100,50,18.9,9.4,0.255,0.499,0.337,0.836,65,233,2,3,2,Rice, Ben
700337,2025,22,365,403,98,76,17,0,5,71,32,17.6,7.9,0.268,0.356,0.333,0.689,36,130,1,0,2,Quero, Edgar
700932,2025,24,470,531,110,62,19,2,27,135,48,25.4,9.0,0.234,0.455,0.313,0.768,70,214,0,2,5,Manzardo, Kyle
701350,2025,21,257,303,75,48,18,1,8,84,40,27.7,13.2,0.292,0.463,0.396,0.859,32,119,1,4,1,Anthony, Roman
701358,2025,22,441,493,104,71,21,3,9,137,43,27.8,8.7,0.236,0.358,0.312,0.67,51,158,1,8,2,Smith, Cam
701538,2025,22,440,483,116,69,25,6,16,108,33,22.4,6.8,0.264,0.457,0.317,0.774,67,201,2,1,5,Merrill, Jackson
701762,2025,22,420,489,122,58,26,2,36,151,63,30.9,12.9,0.29,0.619,0.383,1.002,86,260,1,2,3,Kurtz, Nick
702176,2025,25,136,153,26,17,6,1,2,37,8,24.2,5.2,0.191,0.294,0.261,0.555,9,40,1,1,3,Roden, Alan
702284,2025,21,223,257,47,35,7,1,4,47,28,18.3,10.9,0.211,0.305,0.302,0.607,24,68,0,1,2,Young, Cole
702332,2025,25,445,506,114,78,25,0,11,50,30,9.9,5.9,0.256,0.387,0.334,0.721,53,172,6,18,4,Durbin, Caleb
702616,2025,21,586,649,142,101,21,3,17,140,56,21.6,8.6,0.242,0.375,0.314,0.689,55,220,11,17,1,Holliday, Jackson
802415,2025,24,414,441,122,104,15,3,0,43,20,9.8,4.5,0.295,0.345,0.326,0.671,26,143,12,44,2,Simpson, Chandler
805249,2025,25,197,218,46,27,11,0,8,67,12,30.7,5.5,0.234,0.411,0.298,0.709,28,81,2,2,2,Kemp, Otto
805300,2025,24,209,234,61,35,18,3,5,48,22,20.5,9.4,0.292,0.478,0.363,0.841,33,100,6,14,1,Marsee, Jakob
805367,2025,23,450,505,114,94,15,0,5,72,45,14.3,8.9,0.253,0.32,0.329,0.649,23,144,4,14,1,Meidroth, Chase
805373,2025,22,188,208,44,30,12,0,2,49,12,23.6,5.8,0.234,0.33,0.296,0.626,15,62,0,0,1,Alvarez Jr., Nacho
805779,2025,23,486,523,151,112,26,0,13,39,27,7.5,5.2,0.311,0.444,0.355,0.799,63,216,2,5,1,Wilson, Jacob
807712,2025,22,182,207,55,37,14,0,4,29,19,14.0,9.2,0.302,0.445,0.382,0.827,28,81,3,14,1,Keaschall, Luke
807713,2025,23,393,437,89,52,21,3,13,94,38,21.5,8.7,0.226,0.394,0.295,0.689,44,155,5,17,4,Shaw, Matt
807799,2025,31,188,205,50,35,11,0,4,24,10,11.7,4.9,0.266,0.388,0.307,0.695,26,73,0,3,4,Yoshida, Masataka
808975,2025,26,161,170,45,35,6,1,3,52,7,30.6,4.1,0.28,0.385,0.314,0.699,17,62,1,13,0,Kim, Hyeseong
808982,2025,26,560,617,149,98,31,12,8,71,47,11.5,7.6,0.266,0.407,0.327,0.734,55,228,3,10,4,Lee, Jung Hoo
810938,2025,24,277,295,70,56,13,0,1,64,15,21.7,5.1,0.253,0.31,0.294,0.604,21,86,1,5,0,Williamson, Ben
