"last_name, first_name","player_id","year","player_age","avg_swing_speed","fast_swing_rate","avg_swing_length","attack_angle","attack_direction","ideal_angle_rate","vertical_swing_path","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_contact_percent","sprint_speed"
"Suwinski, Jack",669261,2025,26,"73.9",42.4,"7.4",14,2.5,44.6,34.5,"88.8","16.7",35.5,11.8,7.5,31.2,28,5.4,38.7,61.2,24.6,16.8,38.5,"27.9"
"Espinal, Santiago",669289,2025,30,"68.5",2,"7.4",6.7,-1.8,51.1,34.6,"86.5","15.1",31.3,0.7,3.7,31.7,31.3,6,25.7,64.7,8.8,23.9,70.3,"27.1"
"Teodosio, Bryce",669326,2025,26,"68.9",4.3,"6.6",9.4,1.7,51.3,32.7,"84.3","12.9",23.4,4.3,3.2,28.7,34,9.6,26.6,82.4,28.6,38.4,39.3,"29.9"
"Gorman, Nolan",669357,2025,25,"72.7",24.5,"7.6",14.8,-1.8,50.5,34.1,"89.6","22.3",39.3,9.1,11,37,17.8,3.7,41.1,66.6,26.6,27.7,45.8,"25.9"
"Edwards, Xavier",669364,2025,25,"66.9",2.4,"6.4",2.7,2.4,34.2,31.1,"86.8","8.2",33.6,0.8,3.3,23.2,34.9,6.9,29.4,69.1,8.2,26.8,76.6,"28.3"
"Burger, Jake",669394,2025,29,"74.6",50,"7.4",7.6,-4.1,53.4,24.9,"90.4","16.1",33.5,13.9,8.3,27.1,27.8,5.6,48.5,71,16.6,39.9,49.4,"27.9"
"Allen, Nick",669397,2025,26,"64.5",0.2,"6.3",7.3,-0.7,48.3,30.3,"84.8","13.3",29.3,0,2.8,27.2,33.6,7.4,21.6,67.8,15.1,25.8,59,"27.4"
"Schmitt, Casey",669477,2025,26,"71.7",20.6,"7.5",11.4,-7.7,47.1,35,"89.5","19.2",40.3,9,9,29.2,21,4.7,43.8,71.9,14.6,31.6,49.1,"27.6"
"Smith, Josh",669701,2025,27,"69.1",3.7,"6.7",8.6,-1.9,43.1,36.5,"87.2","12.7",33.8,5,4,27.1,31.8,4.8,31.1,63.1,12.3,25.7,60.3,"27.5"
"Triolo, Jared",669707,2025,27,"71.6",14.3,"7.8",8.8,-2.4,44.6,37.3,"89","14.7",34.4,6.2,8.5,27.4,29,5.4,38.2,68.7,14.7,24.3,48,"28.8"
"Hays, Austin",669720,2025,29,"71.9",19.8,"7.1",14.2,-5.6,65.9,30.8,"88.8","14.6",31.9,10.4,4.7,25.4,29.4,3.9,38.4,71.1,21.5,34.3,49.5,"27.6"
"Call, Alex",669743,2025,30,"66.1",1.6,"6.5",7,8.2,46.9,33.4,"88.2","12.4",32.4,4.4,6.2,25.3,33.3,4.9,28.9,55.4,14.7,17.7,63.5,"27.8"
"Toglia, Michael",669911,2025,26,"72.7",22.7,"7.6",14.8,-2.5,44.3,35.8,"89.9","17.7",38.1,10.2,6.3,29.5,22.2,3.4,43.2,67.4,25.5,30.8,37.4,"27.0"
"Raley, Luke",670042,2025,30,"73.8",38.3,"7.1",14.4,-1.7,54.1,31.5,"89.5","9.8",31.7,10.6,5.7,21.1,33.3,9.8,42.3,80.8,31.8,27,32.1,"28.7"
"Mastrobuoni, Miles",670156,2025,29,"67.5",1.8,"6.7",8.2,-2.6,44.1,32.9,"88","6.2",33.3,2.3,4.7,19.4,35.7,7.8,36.4,56.5,13.3,19.2,73.7,"28.5"
"Misner, Kameron",670224,2025,27,"73.2",32.4,"7.8",12.3,-7.4,51.2,37.1,"87.6","15",27.5,5.3,4.6,29,27.5,9.2,29.8,63.1,24,30.6,43.1,"28.3"
"Rave, John",670231,2025,27,"73.9",37.9,"7.3",10.9,-1.8,74.7,25.1,"88.3","8.4",25.5,5.5,4.5,21.8,31.8,12.7,40,59.9,16.7,22.6,53.2,"28.9"
"Wallner, Matt",670242,2025,27,"76.6",68.5,"7.4",12.5,-6.2,56.6,28.2,"91","21.1",33.9,13.8,10.3,33.9,22.3,4.9,45.5,72,27.9,28.4,44.5,"26.8"
"Alvarez, Yordan",670541,2025,28,"76.1",63,"7.7",10.2,-4.9,40.5,36.7,"94.7","18.3",42.8,13.8,11.6,29.7,21,0,52.9,63.6,10.9,26.7,53.5,"26.2"
"Paredes, Isaac",670623,2025,26,"69",9.5,"8",15.6,-15.4,55.5,32.5,"87.4","23",37.2,6.3,6.3,35.9,21.7,3.3,33.6,60.4,11.2,21.4,69.2,"25.6"
"Walls, Taylor",670764,2025,28,"68.8",2.2,"7",10.2,4,58.4,34.3,"87","15.1",33.5,3.2,5,31.2,29,5.9,26.4,64.5,15.2,21.2,59,"28.2"
"Friedl, TJ",670770,2025,29,"69.9",5.9,"6.7",9.4,-7.8,59.6,28.3,"87.1","14.3",33.4,2.7,4.2,28.8,30.2,7.2,32.1,58.3,9.9,18.1,55.3,"26.7"
"Herrera, Iván",671056,2025,25,"74.4",47.7,"7.8",8.7,-0.5,47.8,32,"91.2","10.1",33.8,11,6.8,18.8,34.1,3.6,47.7,64.3,15.5,25.1,56.1,"26.3"
"Ramos, Heliot",671218,2025,25,"74",44.7,"6.8",6,1.5,47.2,31.5,"91.8","11.5",32.5,8.8,7.9,25,32.7,2.4,47.4,66.1,15.6,29.8,53.8,"27.5"
"Waters, Drew",671221,2025,26,"71.6",17.8,"6.6",8.7,4.8,48.2,41.8,"86","9.1",35.6,4.1,4.1,21.9,33.6,4.1,28.8,77.2,21.1,33.6,46.5,"27.6"
"García Jr., Luis",671277,2025,25,"72.4",28,"7.4",10.7,-2.6,62.4,28.6,"90.2","9.2",33.7,9,7.5,20.1,32.4,3.9,45.8,71.4,11.2,37.9,60.2,"26.5"
"Freeman, Tyler",671289,2025,26,"71.3",14.6,"6.9",2.9,0.5,32.7,35.6,"90.1","7.9",30.7,2.1,4.8,21.7,38.9,4.8,40.4,65.1,5.8,25.8,69.4,"28.5"
"Butler, Lawrence",671732,2025,24,"73.8",39.2,"7.1",6.8,1.7,44.1,30.5,"90.5","9.2",34.4,9.2,6.9,22.7,32.9,5.6,44.4,67.9,23.7,26.1,43.2,"26.9"
"Harris II, Michael",671739,2025,24,"74.3",40.7,"8",6.9,-1,50.4,30.8,"90.2","7.4",29.6,9.1,5.9,20.4,36.4,4.9,43.4,71.3,11.8,43.1,55.3,"28.5"
"Clarke, Denzel",672016,2025,25,"74.3",43.1,"7.7",4.2,2.1,44.6,31.1,"90","4.1",29.2,6.7,6.7,18,34.8,7.9,42.7,65.3,20.2,30.2,42.4,"29.5"
"Bailey, Patrick",672275,2025,26,"71.6",15.8,"7.3",8.5,-3.5,45.5,32.9,"88.2","15.6",35.3,5.6,5.9,31.1,26.2,4.9,36.4,68.4,17.8,29.1,44.4,"25.7"
"Arias, Gabriel",672356,2025,25,"75.1",52.7,"7.6",9.7,1.2,53.7,29.1,"90.2","6.1",33.8,11.3,6.5,19.3,36.4,5.1,43.3,77,31.7,38.8,43.1,"27.0"
"Kirk, Alejandro",672386,2025,26,"72.5",28.6,"7.2",7.9,4.5,55.8,23.9,"91.1","11.9",34.4,10.1,8.3,21.9,31.9,3,50.8,65.9,14.4,29,72.4,"24.3"
"Moreno, Gabriel",672515,2025,25,"70.9",15.9,"6.9",8.3,4.4,51.1,33.8,"90.4","14.4",39.8,7.1,9.7,23.9,29.2,0.9,43.4,60.6,12.6,26,68.3,"27.0"
"Garcia, Maikel",672580,2025,25,"71.9",17.2,"7.3",4.6,0.5,44.2,27.1,"91.3","9.7",34.5,5.6,8.1,24.7,35.5,2.7,45.1,58,9.4,20.8,68.3,"27.9"
"Lopez, Otto",672640,2025,26,"71.7",22,"6.8",7.4,-2.3,48.5,29.9,"88.5","8.4",32.5,7.1,6.7,21.9,36.6,4.1,38.3,62.7,10.7,29.5,63.3,"28.5"
"Perdomo, Geraldo",672695,2025,25,"68.3",4.6,"6.9",7.4,-1.8,49.9,35.4,"87.6","15.5",36.2,6.2,4.1,28,26.6,5.4,31.9,57,7.9,19.2,73.8,"27.2"
"Peraza, Oswald",672724,2025,25,"73.6",33.5,"7.7",7.6,-2.7,52,26.3,"87.1","8",29.7,6.7,3.6,21.8,35.8,9.7,38.8,73.3,25.3,30.3,45.1,"29.2"
"Canario, Alexander",672744,2025,25,"76",59.1,"8.1",13.6,1.9,47.9,35.2,"87.4","10.5",35.8,12.4,7.3,20.4,28.5,8,43.8,74.8,30,32.3,40.4,"28.1"
"Pérez, Wenceel",672761,2025,25,"70.5",8.5,"7",8,-4,51.9,29.7,"90.3","18.4",37.8,8.8,6.9,32.8,24,2.3,40.1,67.2,20.3,32.7,62.9,"27.8"
"Sosa, Lenyn",672820,2025,25,"72.6",26.3,"7.4",10.5,0.5,55.4,32.6,"90.7","18.4",39.2,10.4,6.8,28.9,24.1,2.3,43.8,61.5,14,40.9,62.8,"26.7"
"Diaz, Yainer",673237,2025,26,"72.2",21.8,"7.3",10.4,1,59.2,28.3,"89.9","10.2",34.9,9.6,6.7,22,34,2.9,42.2,78.3,12.7,44.3,61.4,"27.3"
"Robert Jr., Luis",673357,2025,27,"75.6",57.4,"7.8",12.2,-5.2,53.9,36.5,"89.4","18.2",34.7,10.2,5.8,27,24.8,4.7,41.6,76.3,22.2,32.5,48.1,"29.0"
"Kim, Ha-Seong",673490,2025,29,"70.5",9.5,"7",5.6,-1.8,51.1,23.4,"89.7","15.7",33.6,5.2,6.7,29.9,29.1,3,43.3,54.1,11.1,21.2,69.4,"27.6"
"Suzuki, Seiya",673548,2025,30,"73.4",37.2,"7.2",8.1,-3.1,50.5,31.1,"91.3","17.9",40.2,16.6,7.5,29.9,23.6,1.9,48.7,59.1,15.7,20.5,50.2,"28.4"
"Jung, Josh",673962,2025,27,"70.3",5.2,"7",11.5,2.6,52.8,37.7,"89.3","12.8",39.4,8.2,9.3,21,28,5.7,46.7,69.5,17.9,33.2,59.3,"26.6"
"Westburg, Jordan",676059,2025,26,"70.7",11.7,"6.7",10.5,-1.5,59.3,29.8,"90.2","14.1",30.1,11.2,8,25.3,26.5,2.4,43.4,72.7,22.1,26.5,49.4,"29.0"
"Clement, Ernie",676391,2025,29,"67.6",2.4,"7",11.6,-3.1,59.3,32.2,"86.6","17.9",37.1,2.4,5,35.7,24.8,4.8,26,72,7,36.4,71.3,"28.6"
"Burleson, Alec",676475,2025,26,"72.4",29.2,"7.5",10,0.3,57.5,31.8,"91","15.2",34,9.5,7.6,27.2,26.5,3.8,43,69.5,13,28.9,70,"25.5"
"Wagaman, Eric",676572,2025,27,"73.4",36.6,"7.1",6.9,-2.7,49.4,27.9,"91","10.6",34.4,6.8,8.1,26.2,33.3,2.9,46.5,64.5,15,25.8,52.6,"26.9"
"Caballero, José",676609,2025,28,"69.1",10.6,"6.8",10.1,-0.6,51.1,31.6,"86","17.4",36.5,5.9,5.9,28.4,23.9,12.6,30.6,62.8,17.4,28.4,54.1,"28.3"
"Meyers, Jake",676694,2025,29,"68.4",5,"6.9",6.8,-2.4,42.6,32.4,"88.1","9.8",34.6,5,7.1,18.9,36.1,3.6,38.9,69.1,11.3,23.7,47.7,"28.2"
"Schneider, Davis",676914,2025,26,"71.5",16.5,"7.1",20.6,-6.3,40.5,33.6,"90.8","24.2",27.9,14,5.4,39.5,20.9,2.3,41.1,68.2,17.9,20.9,42.1,"27.6"
"Kjerstad, Heston",677008,2025,26,"69.4",6.2,"7",12.7,2.2,47.6,38,"88.8","12.7",40.2,8,7.1,23.2,30.4,2.7,41.1,76.1,17,38.3,50.4,"27.7"
"Rocchio, Brayan",677587,2025,24,"70",6.8,"7.3",11,-5.9,50.8,29,"88","11",33.3,3.3,8.3,24.6,27.9,7.2,35.5,70.9,17.2,30.9,59.4,"27.0"
"Tena, José",677588,2025,24,"70.8",15.5,"6.8",3.6,2.4,35.6,35.1,"89.2","1.2",34.5,5.2,8.6,13.8,47.4,3.4,40.5,63.3,15,27.9,63.3,"27.7"
"Rodríguez, Julio",677594,2025,24,"76.4",63.9,"7.7",6.9,-1.4,46.4,31.7,"91.8","8.5",31.5,9.8,8.8,20.9,34.1,2.4,48,75.2,19.4,35.9,53.6,"29.2"
"Mauricio, Ronny",677595,2025,24,"73.8",40.8,"7.6",7.4,-2.3,52.8,29.2,"91.2","12.7",28.1,8.8,5.3,23.7,31.6,0.9,43,66.7,25.9,39.9,54.4,"25.8"
"Duran, Ezequiel",677649,2025,26,"71.5",17.2,"7.2",6,-0.6,41,28.5,"85.3","15.2",30.3,2.6,4.6,31.6,27,9.9,30.9,70.7,15.6,37.4,58.4,"28.8"
"Abreu, Wilyer",677800,2025,26,"74.1",40.9,"7.1",9.5,-1.2,57.6,31.2,"90.8","23",31.9,12.3,9.8,35.1,19.2,3.3,44.9,73.6,16.3,29,54.9,"27.6"
"Alexander, Blaze",677942,2025,26,"72.1",25.6,"7.4",8.9,3.9,47.1,36.1,"90.2","7.3",35.8,12.8,6.8,16.2,38.5,4.1,43.2,68.1,22.3,25.3,44.1,"28.8"
"Thomas, Alek",677950,2025,25,"71.2",14.5,"7",10,0.2,60.2,27.6,"89.6","4.2",27.7,7.8,5.3,17.4,40.2,4.4,39.3,68.9,18.4,35.1,48.7,"28.3"
"Witt Jr., Bobby",677951,2025,25,"74.3",45.2,"7",5.1,-0.2,47.2,28.6,"93.3","15.2",35.4,12.5,6.7,27.7,26.5,1.4,48.5,71.5,16.6,30.7,59.2,"30.2"
"Meadows, Parker",678009,2025,25,"69.9",6.1,"7.3",7.7,-3.6,47.1,30.2,"86.9","12.5",36,5.1,8.8,21.3,28.7,7.4,30.9,64.9,16.7,23.8,37.6,"29.0"
"Vargas, Miguel",678246,2025,25,"70.6",11.7,"7.6",11.9,-3,64.6,35.4,"89.7","22.6",36.6,9.3,7.6,37.3,20.4,2.7,40.5,69.2,16.2,21.6,64.5,"27.5"
"Mead, Curtis",678554,2025,24,"73.3",37.2,"7.2",4.8,-2.1,40.5,32.7,"87.5","17.1",33.7,4.5,8.4,31.5,23,6.7,34.8,67.3,13,27.8,60.1,"26.9"
"Tovar, Ezequiel",678662,2025,23,"71.6",19.1,"7.5",10.9,0.6,52.2,36.1,"89.4","16.4",43.7,9.3,8.5,26.3,23,5.6,38.9,82.1,20.5,41.2,48.9,"27.6"
"Noel, Jhonkensy",678877,2025,23,"77.9",73.2,"7.5",6.7,-5,43.1,29.1,"90.3","13.8",25.8,6.2,8.2,29.9,37.1,5.2,41.2,75.7,24.2,49,52.3,"27.1"
"Rafaela, Ceddanne",678882,2025,24,"71",12.4,"7.5",11.6,-1.5,57.2,32.6,"88.3","12.8",32.3,9.2,5.5,25.3,32,5.1,38.7,75.3,17.9,42.2,57.1,"29.1"
"Rojas, Johan",679032,2025,24,"70.3",12.7,"7.3",6.3,2.7,55.4,24.3,"87.9","7.4",27.7,3.4,1.7,21.8,34.5,11.8,35.3,67.1,18.3,38.1,64.2,"30.1"
"Torkelson, Spencer",679529,2025,25,"73",26.4,"7.8",13.5,-8,50,38,"90.2","23.1",39.3,13.5,7.8,34.8,20.6,2.3,45.1,65.9,17.6,22.4,44.6,"26.7"
"Loftin, Nick",679845,2025,26,"69.4",6.6,"7.1",8.4,-7.7,53.1,29.8,"88.2","14",35.4,6.3,6.9,31.9,27.8,3.5,34,65.8,13.9,25,65.8,"28.4"
"Schuemann, Max",680474,2025,28,"68.6",2.8,"6.8",8.3,2.7,54.1,30.5,"87.3","12.4",34.9,2.6,7.2,27.6,30.9,7.2,32.9,69.5,17.3,18.8,46.7,"28.3"
"McLain, Matt",680574,2025,25,"69.7",5.2,"6.9",11.5,-0.1,56.5,32.1,"88.8","16.3",34,7.7,8,27.4,23.4,6,40.7,59.9,19.8,26.3,51.5,"29.2"
"Barger, Addison",680718,2025,25,"75.9",62.7,"7.7",9.1,-5,51,28.8,"91.7","11.9",35.5,11.4,6.7,22,29.3,3.8,51,66.4,18,31.1,55.6,"27.7"
"Kwan, Steven",680757,2025,27,"63.7",0.8,"6.3",3.2,-2.5,35.3,35.6,"86.2","15.6",39.7,1.9,3.7,31.7,29.6,4.7,19.3,58.8,3.9,22.7,77,"27.3"
"Duran, Jarren",680776,2025,28,"74.8",47.5,"7.5",5.6,0.2,44.5,26.6,"91.8","12",34.5,9.7,7.9,25.3,31,2.6,46.8,64.2,16.4,31.1,45.5,"29.1"
"Jeffers, Ryan",680777,2025,28,"72.3",28.1,"7.3",9.9,-3.3,54.9,28.6,"89.3","15",33.5,6.3,10.8,27.5,26.9,3.8,42.1,54,14.3,24.3,64.4,"25.9"
"Davis, Henry",680779,2025,25,"73.9",39.3,"7.3",8.6,-7.5,55.1,26.3,"88.6","23.3",33,11.5,3.8,34.1,20.9,7.1,37.4,75.9,20,34.3,51.1,"28.3"
"Donovan, Brendan",680977,2025,28,"69.3",4.8,"6.8",7.9,1.8,49.2,30.4,"89.7","12.2",40.1,8.8,7,23.1,30.1,4.3,40.9,61.3,8.7,25,74,"26.6"
"Stott, Bryson",681082,2025,27,"69.4",5.7,"7.2",7.5,2.1,51.4,32.8,"87.6","14.9",36,5.1,6.8,31.2,30.9,4.6,29.5,55.6,12.7,23.3,72.8,"28.8"
"Cowser, Colton",681297,2025,25,"73.6",33.3,"7.3",16.1,-3.4,45.3,39.1,"90.9","13.8",32.7,14.1,8,22.1,32.2,2.5,46,60.4,23.6,23.8,36.2,"27.4"
"O'Hoppe, Logan",681351,2025,25,"72",20.4,"7.6",15.7,-3.7,52.2,32.9,"90.9","17.3",33.6,13.3,7.3,25.5,24.8,3.8,46.9,73.8,22.5,31.6,43.9,"27.3"
"Norby, Connor",681393,2025,25,"69.3",6.8,"7",19.7,4.2,37.1,41.4,"88.3","15.9",42,9.4,8,25,26.3,4.9,37.1,76.1,18.7,32.2,45.5,"28.8"
"Baldwin, Brooks",681460,2025,24,"70.7",11.1,"7.1",11.2,2.9,59.2,30,"90.4","14.8",36.8,10.9,4.5,27.3,27.3,7.7,40.9,72.8,17.2,33.4,59.1,"28.6"
"Carpenter, Kerry",681481,2025,27,"71.9",18.2,"7.5",17,-0.4,48.8,34.8,"91.4","21",37.4,12.5,7.6,31.3,22.2,2.1,46.8,71.5,19.4,34.1,59.2,"27.1"
"Pages, Andy",681624,2025,24,"72.6",21.5,"7.9",7.8,-4,48.3,40.6,"88.6","16.9",38.9,8.4,6.6,29,25.4,2.9,37.2,70.5,12.9,33.2,57.7,"28.1"
"Hernández, Heriberto",681715,2025,25,"73.4",37.4,"7.7",15.6,-0.9,55.8,30,"90.2","14.2",29,10.9,7.7,24,27.3,3.3,45.4,68.5,29,21.5,44.6,"28.7"
"Fry, David",681807,2025,29,"70.4",7.2,"7.9",15.3,-5.5,64.9,31.1,"88.7","23",23.9,9.1,8,35.2,27.3,4.5,39.8,69,26,34.2,52.5,"26.6"
"Schneemann, Daniel",682177,2025,28,"70.9",12,"7",14,3.1,50.3,34.9,"88.9","10.9",32.6,11.4,5.3,23.5,33.3,4.9,41.7,64.7,22.2,25.8,51.6,"27.9"
"Marte, Noelvi",682622,2025,23,"73.3",33.2,"7.4",9.7,-4.3,62.3,31,"88.5","12.7",32,9,5.5,22.7,33.6,4.3,36.3,70.6,19.5,33,56.5,"29.0"
"Alvarez, Francisco",682626,2025,23,"74",40.8,"7.2",7.7,3.2,50.1,29.9,"93.1","9.6",32.4,12.1,8.7,20.8,35.3,2.3,54.3,66.3,26.4,27.8,48.2,"26.0"
"Matos, Luis",682641,2025,23,"72",22.6,"7.3",7.1,-6.5,57.3,26.9,"88","14.1",33.6,7.5,7.5,28.1,37,2.7,37.7,65.6,12.2,37.7,66.7,"27.4"
"Martínez, Angel",682657,2025,23,"70.2",10.8,"7.4",12.4,-7,56,33.8,"87.1","18.4",32.2,3.5,6.1,32.8,28.4,5.8,29.3,69.2,13.8,39.8,65.6,"27.7"
"Ramírez, Agustín",682663,2025,23,"75.2",55.4,"7.5",7.3,-2.9,53.2,25.2,"90.8","8.3",31.1,11,7.2,20.3,35.7,4,47,70,13.7,32,51.7,"26.7"
"Acuña, Luisangel",682668,2025,23,"70.7",17.5,"7.3",3.4,4.8,41.8,25.3,"87.9","3.4",29.8,1.4,2.8,21.3,44,7.1,35.5,68.7,10.6,31,54.1,"29.6"
"De La Cruz, Elly",682829,2025,23,"74.5",45,"7.2",8.3,-0.3,49.5,33.7,"91","7.6",32.5,10.2,4.9,18.9,38.3,3.1,44.2,64.1,21.5,28.5,47,"29.1"
"Abrams, CJ",682928,2025,24,"72.4",25.5,"7.6",10.9,-3.8,59,27.3,"88.7","13.3",34.4,7.6,7,28.3,32.2,2.8,39.2,67.4,17,32.6,59.3,"28.2"
"Greene, Riley",682985,2025,24,"75.6",57.2,"7.3",13.9,1.2,43.6,44.6,"89.9","15",36.9,17.1,5,24.5,28.7,3.2,45.5,73.6,23.8,31.2,52,"26.7"
"Carroll, Corbin",682998,2025,24,"74.7",45.6,"7.3",11,-3.3,68.4,25.7,"92.1","16.7",33.5,14.5,9.6,28,24.6,2.2,49.9,66.9,19,31.6,63.3,"29.8"
"Henderson, Gunnar",683002,2025,24,"75.3",53.4,"7.3",8.5,1,51,29,"92.1","9.5",29.9,8.5,4.7,18.7,34.8,2,49.2,67.5,16.5,27.7,54,"28.5"
"Volpe, Anthony",683011,2025,24,"72.6",28.6,"7.2",11,5.6,64.9,31.5,"89.3","12.4",34.6,10.5,7.8,24.1,31.1,5.5,41.9,65.7,21.7,23.9,64.4,"28.3"
"Baty, Brett",683146,2025,25,"74.8",48.5,"7.4",8.4,3.7,47.6,35.5,"90.7","5.8",32.6,12.8,4.9,15.3,37.5,4.5,46.9,66.6,20.2,24.9,51.9,"27.0"
"Vaughn, Andrew",683734,2025,27,"70.7",12.2,"7.3",7.8,-1.8,48.3,29.4,"91.6","13.3",38.4,12,6.3,24,30,2.4,47.7,66,13.2,28.3,59.3,"26.0"
"Busch, Michael",683737,2025,27,"69.6",7,"7",16.3,-1.1,50.4,36.8,"92.2","17",41.1,17.1,7.5,26.4,23,2.1,47.3,68.5,16,23.1,45.5,"26.5"
"Koss, Christian",683766,2025,27,"69.9",6,"7.1",9,5,57.6,28.2,"86.9","5.5",33.6,6,6,16.4,34.3,11.9,33.6,72,26.4,34.4,55,"29.1"
"Frelick, Sal",686217,2025,25,"68.2",5.4,"7.1",8.6,-1.8,51.9,28.1,"85.5","12.1",30.7,3.1,2.9,26.1,35.1,5.9,27.4,60,9.2,26.3,77.7,"28.9"
"Pasquantino, Vinnie",686469,2025,27,"72.5",26.4,"7.4",9.7,-9.2,55.5,29.4,"90.9","16.3",33.5,10.8,7.9,28.3,30.1,1.7,44.7,65.2,10,30.4,63.8,"25.5"
"Canzone, Dominic",686527,2025,27,"73.1",36.7,"7.3",12.1,-2.5,54.9,32.1,"92.3","10.5",37.4,14.4,3.7,17.6,33.2,1.6,49.7,68.2,17.3,36.8,58.5,"26.5"
"Collins, Isaac",686555,2025,27,"72.7",22.5,"6.7",4,-2.2,37.2,28.8,"88.8","12.2",34.4,4.9,7,22.8,32.3,5.3,38.9,64.8,16,18.4,51.3,"27.7"
"Crews, Dylan",686611,2025,23,"73.3",34.2,"7.2",6.6,-1.3,48.2,26.5,"89.7","8.5",26.7,9.7,2.3,22.6,34.1,4.1,38.7,66.2,17.9,29.5,39.5,"29.0"
"Doyle, Brenton",686668,2025,27,"70.8",6.3,"7.2",11.5,0.6,64.6,30.3,"89.9","9.8",33,10.8,7.3,22.4,35.4,4.3,44.6,71,18.4,30.1,44.1,"29.5"
"Massey, Michael",686681,2025,27,"70.1",6.9,"7.2",13.4,-6.5,59.7,31.4,"87.5","22.2",35.7,4,4.9,42,21,4,33,69.5,12.7,37.6,70.3,"26.0"
"Pagés, Pedro",686780,2025,26,"72.6",27.3,"7.1",7.1,-3,41.1,30.4,"88","12.4",32.7,7.3,5.4,27.7,34.6,3.1,36.5,66.8,14.8,36.1,47.5,"25.6"
"Lee, Brooks",686797,2025,24,"69.5",9.4,"7.2",11.3,-4.7,57.8,30.9,"88.6","13.2",30.8,5.8,7,27.5,33.5,2.5,38.5,68.6,12,31.8,51.4,"26.1"
"Baldwin, Drake",686948,2025,24,"75.3",56.4,"7.2",9.4,3.2,48.1,31.7,"91.7","6.5",33.8,11,5.6,17.5,38.3,3.9,49.6,70,14,28.9,66.9,"26.1"
"Rushing, Dalton",687221,2025,24,"73.1",23.7,"7.6",14,-5.3,57.2,34.2,"90.8","17.2",37.2,14,9.3,26.7,20.9,3.5,45.3,65.7,26.9,19.6,28.3,"27.7"
"Hernaiz, Darell",687231,2025,23,"68.2",2.3,"7.1",6,0.6,46.3,32.6,"85","6.3",31.4,3.2,5.1,19.2,36.5,9,30.1,70,14.2,30.9,68.5,"28.2"
"Neto, Zach",687263,2025,24,"71.4",13.3,"7.1",18.1,-5.7,48.2,39,"91","17.5",38,14,8.9,26.8,24.6,3.9,46.6,69.5,18.6,30.1,49.3,"28.1"
"Scott II, Victor",687363,2025,24,"69",6,"6.4",9.7,-1.8,53.5,32.2,"86.1","15.2",36,3.7,3.7,27.3,25.3,14,26,73.4,18,24.3,46.8,"30.2"
"Ortiz, Joey",687401,2025,26,"72.4",24.4,"7.5",1.7,-1.8,33.3,27.8,"84.9","13.3",27.4,3,3.5,27.6,33.6,7.7,32.8,57.8,9.4,33.4,70.1,"28.7"
"Horwitz, Spencer",687462,2025,27,"68.5",7.1,"7",9.9,-1.8,44.9,35.9,"87.4","15.6",38.7,8.2,4.8,27.4,27.7,4.5,36,67.1,11.7,23.3,62.8,"25.5"
"Beck, Jordan",687597,2025,24,"73.2",32.9,"7.7",10.7,-3.3,51.7,32.8,"87.4","12.8",36.9,9.6,8.2,23.2,28.7,7.4,38.5,67.2,23.1,27.4,48.6,"28.7"
"Pauley, Graham",688363,2025,24,"69.6",6,"7.1",9.1,-5,55.9,28.5,"86.6","17.3",33.9,5.5,7.9,29.9,27.6,6.3,35.4,66.9,19.1,27.9,54.3,"26.6"
"Hicks, Liam",689414,2025,26,"67.4",2.6,"6.7",9.1,-1.9,48.7,32.6,"84.6","10.6",39,3.5,5.7,26.6,32.3,7.1,27.7,55.3,9.2,17.6,64.1,"26.2"
"Ritter, Ryan",690022,2025,24,"69.1",6.7,"6.7",10.4,1.1,41,35.2,"85.2","7.4",30.5,1.5,5.3,19.8,38.2,8.4,30.5,72.3,25.6,33.4,40.5,"29.2"
"Hassell III, Robert",690987,2025,23,"68.7",1.8,"6.9",11.8,7.2,56.9,38.1,"88.6","7.2",34.1,8.1,6.7,16.3,37,3.7,40.7,73.6,19.5,27.3,45.1,"28.2"
"Keith, Colt",690993,2025,23,"70.7",10,"6.8",11.8,-2.5,48.8,32.9,"90","13.3",41.1,9.2,8.9,27.8,25.6,3.8,43.7,63.8,14.2,25.2,55.8,"28.0"
"Soderstrom, Tyler",691016,2025,23,"74",37.9,"7.5",9.6,1.2,50.2,30.6,"91.6","7.9",34.4,11.4,6.9,18.2,35.5,2.1,49.8,68.3,16,28.9,51.7,"27.4"
"Teel, Kyle",691019,2025,23,"69.5",10.2,"6.7",11.2,4.7,39.4,38.8,"88.3","14.4",47.8,9.6,7.9,25.3,24.2,5.1,37.6,65.7,22.4,23.6,52.4,"27.5"
"Walker, Jordan",691023,2025,23,"78.1",77.8,"8.3",6.2,-5.3,47.7,31.4,"92.3","10.3",29,10.9,5.9,23.5,37,1.7,50,66.9,21.6,34.1,40.4,"28.7"
"Winn, Masyn",691026,2025,23,"71.1",17.3,"7.5",5.5,-3.9,43.7,29.1,"88.3","16",31.3,4.8,4.8,31,30.3,4.1,34.6,62.3,14.2,25.9,65.7,"28.4"
